Timestamp,Adjusted_Close,Popularity,Increment_A_C,Increment_P
2018-12-31,1501.97,41.0,23.950000000000045,-15.0
2019-01-01,1501.97,84.0,0.0,43.0
2019-01-02,1539.13,100.0,37.16000000000008,16.0
2019-01-03,1500.28,94.0,-38.850000000000136,-6.0
2019-01-04,1575.39,80.0,75.11000000000013,-14.0
2019-01-05,1575.39,69.0,0.0,-11.0
2019-01-06,1575.39,84.0,0.0,15.0
2019-01-07,1629.51,93.0,54.11999999999989,9.0
2019-01-08,1656.58,85.0,27.069999999999936,-8.0
2019-01-09,1659.42,77.0,2.8400000000001455,-8.0
2019-01-10,1656.22,74.0,-3.2000000000000455,-3.0
2019-01-11,1640.56,69.0,-15.660000000000082,-5.0
2019-01-12,1640.56,74.0,0.0,5.0
2019-01-13,1640.56,78.0,0.0,4.0
2019-01-14,1617.21,72.0,-23.34999999999991,-6.0
2019-01-15,1674.56,68.0,57.34999999999991,-4.0
2019-01-16,1683.78,66.0,9.220000000000027,-2.0
2019-01-17,1693.22,62.0,9.440000000000055,-4.0
2019-01-18,1696.2,57.0,2.980000000000018,-5.0
2019-01-19,1696.2,64.0,0.0,7.0
2019-01-20,1696.2,67.0,0.0,3.0
2019-01-21,1696.2,63.0,0.0,-4.0
2019-01-22,1632.17,61.0,-64.02999999999997,-2.0
2019-01-23,1640.02,61.0,7.849999999999909,0.0
2019-01-24,1654.93,57.0,14.910000000000082,-4.0
2019-01-25,1670.57,51.0,15.639999999999873,-6.0
2019-01-26,1670.57,53.0,0.0,2.0
2019-01-27,1670.57,64.0,0.0,11.0
2019-01-28,1637.89,65.0,-32.679999999999836,1.0
2019-01-29,1593.88,64.0,-44.00999999999999,-1.0
2019-01-30,1670.43,60.0,76.54999999999995,-4.0
2019-01-31,1718.73,61.0,48.299999999999955,1.0
2019-02-01,1626.23,56.0,-92.5,-5.0
2019-02-02,1626.23,60.0,0.0,4.0
2019-02-03,1626.23,65.0,0.0,5.0
2019-02-04,1633.31,66.0,7.079999999999927,1.0
2019-02-05,1658.81,67.0,25.5,1.0
2019-02-06,1640.26,64.0,-18.549999999999955,-3.0
2019-02-07,1614.37,62.0,-25.8900000000001,-2.0
2019-02-08,1588.22,61.0,-26.149999999999864,-1.0
2019-02-09,1588.22,60.0,0.0,-1.0
2019-02-10,1588.22,66.0,0.0,6.0
2019-02-11,1591.0,68.0,2.7799999999999727,2.0
2019-02-12,1638.01,68.0,47.00999999999999,0.0
2019-02-13,1640.0,63.0,1.990000000000009,-5.0
2019-02-14,1622.65,59.0,-17.34999999999991,-4.0
2019-02-15,1607.95,56.0,-14.700000000000045,-3.0
2019-02-16,1607.95,59.0,0.0,3.0
2019-02-17,1607.95,64.0,0.0,5.0
2019-02-18,1607.95,63.0,0.0,-1.0
2019-02-19,1627.58,62.0,19.62999999999988,-1.0
2019-02-20,1622.1,62.0,-5.480000000000018,0.0
2019-02-21,1619.44,62.0,-2.6599999999998545,0.0
2019-02-22,1631.56,57.0,12.11999999999989,-5.0
2019-02-23,1631.56,59.0,0.0,2.0
2019-02-24,1631.56,64.0,0.0,5.0
2019-02-25,1633.0,62.0,1.4400000000000546,-2.0
2019-02-26,1636.4,60.0,3.400000000000091,-2.0
2019-02-27,1641.09,55.0,4.689999999999827,-5.0
2019-02-28,1639.83,52.0,-1.259999999999991,-3.0
2019-03-01,1671.73,50.0,31.90000000000009,-2.0
2019-03-02,1671.73,51.0,0.0,1.0
2019-03-03,1671.73,60.0,0.0,9.0
2019-03-04,1696.17,60.0,24.440000000000055,0.0
2019-03-05,1692.43,59.0,-3.740000000000009,-1.0
2019-03-06,1668.95,58.0,-23.480000000000018,-1.0
2019-03-07,1625.95,57.0,-43.0,-1.0
2019-03-08,1620.8,53.0,-5.150000000000091,-4.0
2019-03-09,1620.8,58.0,0.0,5.0
2019-03-10,1620.8,62.0,0.0,4.0
2019-03-11,1670.62,62.0,49.819999999999936,0.0
2019-03-12,1673.1,61.0,2.480000000000018,-1.0
2019-03-13,1690.81,57.0,17.710000000000036,-4.0
2019-03-14,1686.22,59.0,-4.589999999999918,2.0
2019-03-15,1712.36,54.0,26.139999999999873,-5.0
2019-03-16,1712.36,54.0,0.0,0.0
2019-03-17,1712.36,61.0,0.0,7.0
2019-03-18,1742.15,60.0,29.79000000000019,-1.0
2019-03-19,1761.85,60.0,19.699999999999818,0.0
2019-03-20,1797.27,59.0,35.42000000000007,-1.0
2019-03-21,1819.26,58.0,21.99000000000001,-1.0
2019-03-22,1764.77,55.0,-54.49000000000001,-3.0
2019-03-23,1764.77,59.0,0.0,4.0
2019-03-24,1764.77,63.0,0.0,4.0
2019-03-25,1774.26,60.0,9.490000000000009,-3.0
2019-03-26,1783.76,58.0,9.5,-2.0
2019-03-27,1765.7,61.0,-18.059999999999945,3.0
2019-03-28,1773.42,59.0,7.720000000000027,-2.0
2019-03-29,1780.75,56.0,7.329999999999927,-3.0
2019-03-30,1780.75,59.0,0.0,3.0
2019-03-31,1780.75,66.0,0.0,7.0
2019-04-01,1814.19,64.0,33.440000000000055,-2.0
2019-04-02,1813.98,58.0,-0.21000000000003638,-6.0
2019-04-03,1820.7,58.0,6.720000000000027,0.0
2019-04-04,1818.86,60.0,-1.8400000000001455,2.0
2019-04-05,1837.28,56.0,18.420000000000073,-4.0
2019-04-06,1837.28,60.0,0.0,4.0
2019-04-07,1837.28,67.0,0.0,7.0
2019-04-08,1849.86,61.0,12.579999999999927,-6.0
2019-04-09,1835.84,62.0,-14.019999999999982,1.0
2019-04-10,1847.33,56.0,11.490000000000009,-6.0
2019-04-11,1844.07,52.0,-3.259999999999991,-4.0
2019-04-12,1843.06,48.0,-1.009999999999991,-4.0
2019-04-13,1843.06,54.0,0.0,6.0
2019-04-14,1843.06,58.0,0.0,4.0
2019-04-15,1844.87,56.0,1.8099999999999454,-2.0
2019-04-16,1863.04,54.0,18.170000000000073,-2.0
2019-04-17,1864.82,52.0,1.7799999999999727,-2.0
2019-04-18,1861.69,53.0,-3.1299999999998818,1.0
2019-04-19,1861.69,53.0,0.0,0.0
2019-04-20,1861.69,52.0,0.0,-1.0
2019-04-21,1861.69,58.0,0.0,6.0
2019-04-22,1887.31,62.0,25.61999999999989,4.0
2019-04-23,1923.77,63.0,36.460000000000036,1.0
2019-04-24,1901.75,63.0,-22.019999999999982,0.0
2019-04-25,1902.25,58.0,0.5,-5.0
2019-04-26,1950.63,55.0,48.38000000000011,-3.0
2019-04-27,1950.63,57.0,0.0,2.0
2019-04-28,1950.63,50.0,0.0,-7.0
2019-04-29,1938.43,58.0,-12.200000000000045,8.0
2019-04-30,1926.52,56.0,-11.910000000000082,-2.0
2019-05-01,1911.52,61.0,-15.0,5.0
2019-05-02,1900.82,61.0,-10.700000000000045,0.0
2019-05-03,1962.46,55.0,61.6400000000001,-6.0
2019-05-04,1962.46,54.0,0.0,-1.0
2019-05-05,1962.46,60.0,0.0,6.0
2019-05-06,1950.55,56.0,-11.910000000000082,-4.0
2019-05-07,1921.0,56.0,-29.549999999999955,0.0
2019-05-08,1917.77,59.0,-3.230000000000018,3.0
2019-05-09,1899.87,57.0,-17.90000000000009,-2.0
2019-05-10,1889.98,55.0,-9.889999999999873,-2.0
2019-05-11,1889.98,56.0,0.0,1.0
2019-05-12,1889.98,60.0,0.0,4.0
2019-05-13,1822.68,61.0,-67.29999999999995,1.0
2019-05-14,1840.12,62.0,17.439999999999827,1.0
2019-05-15,1871.15,59.0,31.0300000000002,-3.0
2019-05-16,1907.57,58.0,36.419999999999845,-1.0
2019-05-17,1869.0,53.0,-38.569999999999936,-5.0
2019-05-18,1869.0,54.0,0.0,1.0
2019-05-19,1869.0,60.0,0.0,6.0
2019-05-20,1858.97,60.0,-10.029999999999973,0.0
2019-05-21,1857.52,60.0,-1.4500000000000455,0.0
2019-05-22,1859.68,60.0,2.160000000000082,0.0
2019-05-23,1815.48,58.0,-44.200000000000045,-2.0
2019-05-24,1823.28,54.0,7.7999999999999545,-4.0
2019-05-25,1823.28,57.0,0.0,3.0
2019-05-26,1823.28,55.0,0.0,-2.0
2019-05-27,1823.28,57.0,0.0,2.0
2019-05-28,1836.43,60.0,13.150000000000091,3.0
2019-05-29,1819.19,60.0,-17.24000000000001,0.0
2019-05-30,1816.32,59.0,-2.8700000000001182,-1.0
2019-05-31,1775.07,55.0,-41.25,-4.0
2019-06-01,1775.07,56.0,0.0,1.0
2019-06-02,1775.07,64.0,0.0,8.0
2019-06-03,1692.69,62.0,-82.37999999999988,-2.0
2019-06-04,1729.56,62.0,36.86999999999989,0.0
2019-06-05,1738.5,60.0,8.940000000000055,-2.0
2019-06-06,1754.36,60.0,15.8599999999999,0.0
2019-06-07,1804.03,54.0,49.67000000000007,-6.0
2019-06-08,1804.03,58.0,0.0,4.0
2019-06-09,1804.03,61.0,0.0,3.0
2019-06-10,1860.63,62.0,56.600000000000136,1.0
2019-06-11,1863.7,65.0,3.0699999999999363,3.0
2019-06-12,1855.32,64.0,-8.38000000000011,-1.0
2019-06-13,1870.3,62.0,14.980000000000018,-2.0
2019-06-14,1869.67,54.0,-0.6299999999998818,-8.0
2019-06-15,1869.67,60.0,0.0,6.0
2019-06-16,1869.67,67.0,0.0,7.0
2019-06-17,1886.03,66.0,16.3599999999999,-1.0
2019-06-18,1901.37,68.0,15.339999999999918,2.0
2019-06-19,1908.79,67.0,7.420000000000073,-1.0
2019-06-20,1918.19,64.0,9.400000000000091,-3.0
2019-06-21,1911.3,56.0,-6.8900000000001,-8.0
2019-06-22,1911.3,59.0,0.0,3.0
2019-06-23,1911.3,63.0,0.0,4.0
2019-06-24,1913.9,67.0,2.6000000000001364,4.0
2019-06-25,1878.27,66.0,-35.63000000000011,-1.0
2019-06-26,1897.83,66.0,19.559999999999945,0.0
2019-06-27,1904.28,66.0,6.4500000000000455,0.0
2019-06-28,1893.63,59.0,-10.649999999999864,-7.0
2019-06-29,1893.63,66.0,0.0,7.0
2019-06-30,1893.63,70.0,0.0,4.0
2019-07-01,1922.19,43.0,28.559999999999945,-27.0
2019-07-02,1934.31,44.0,12.11999999999989,1.0
2019-07-03,1939.0,41.0,4.690000000000055,-3.0
2019-07-04,1939.0,40.0,0.0,-1.0
2019-07-05,1942.91,38.0,3.910000000000082,-2.0
2019-07-06,1942.91,38.0,0.0,0.0
2019-07-07,1942.91,39.0,0.0,1.0
2019-07-08,1952.32,42.0,9.409999999999854,3.0
2019-07-09,1988.3,43.0,35.98000000000002,1.0
2019-07-10,2017.41,40.0,29.110000000000127,-3.0
2019-07-11,2001.07,40.0,-16.340000000000146,0.0
2019-07-12,2011.0,37.0,9.930000000000064,-3.0
2019-07-13,2011.0,40.0,0.0,3.0
2019-07-14,2011.0,51.0,0.0,11.0
2019-07-15,2020.99,86.0,9.990000000000009,35.0
2019-07-16,2009.9,75.0,-11.089999999999918,-11.0
2019-07-17,1992.03,46.0,-17.87000000000012,-29.0
2019-07-18,1977.9,42.0,-14.129999999999882,-4.0
2019-07-19,1964.52,37.0,-13.38000000000011,-5.0
2019-07-20,1964.52,36.0,0.0,-1.0
2019-07-21,1964.52,38.0,0.0,2.0
2019-07-22,1985.63,41.0,21.110000000000127,3.0
2019-07-23,1994.49,40.0,8.8599999999999,-1.0
2019-07-24,2000.81,38.0,6.319999999999936,-2.0
2019-07-25,1973.82,37.0,-26.99000000000001,-1.0
2019-07-26,1943.05,33.0,-30.769999999999982,-4.0
2019-07-27,1943.05,34.0,0.0,1.0
2019-07-28,1943.05,39.0,0.0,5.0
2019-07-29,1912.45,41.0,-30.59999999999991,2.0
2019-07-30,1898.53,41.0,-13.920000000000073,0.0
2019-07-31,1866.78,39.0,-31.75,-2.0
2019-08-01,1855.32,39.0,-11.460000000000036,0.0
2019-08-02,1823.24,37.0,-32.07999999999993,-2.0
2019-08-03,1823.24,36.0,0.0,-1.0
2019-08-04,1823.24,38.0,0.0,2.0
2019-08-05,1765.13,40.0,-58.1099999999999,2.0
2019-08-06,1787.83,40.0,22.699999999999818,0.0
2019-08-07,1793.4,40.0,5.570000000000164,0.0
2019-08-08,1832.89,39.0,39.49000000000001,-1.0
2019-08-09,1807.58,36.0,-25.310000000000173,-3.0
2019-08-10,1807.58,36.0,0.0,0.0
2019-08-11,1807.58,37.0,0.0,1.0
2019-08-12,1784.92,41.0,-22.659999999999854,4.0
2019-08-13,1824.34,40.0,39.419999999999845,-1.0
2019-08-14,1762.96,37.0,-61.37999999999988,-3.0
2019-08-15,1776.12,36.0,13.159999999999854,-1.0
2019-08-16,1792.57,36.0,16.450000000000045,0.0
2019-08-17,1792.57,34.0,0.0,-2.0
2019-08-18,1792.57,37.0,0.0,3.0
2019-08-19,1816.12,41.0,23.549999999999955,4.0
2019-08-20,1801.38,41.0,-14.739999999999782,0.0
2019-08-21,1823.54,43.0,22.159999999999854,2.0
2019-08-22,1805.6,41.0,-17.940000000000055,-2.0
2019-08-23,1749.62,39.0,-55.98000000000002,-2.0
2019-08-24,1749.62,36.0,0.0,-3.0
2019-08-25,1749.62,40.0,0.0,4.0
2019-08-26,1768.87,43.0,19.25,3.0
2019-08-27,1761.83,44.0,-7.039999999999964,1.0
2019-08-28,1764.25,43.0,2.4200000000000728,-1.0
2019-08-29,1786.4,41.0,22.15000000000009,-2.0
2019-08-30,1776.29,39.0,-10.110000000000127,-2.0
2019-08-31,1776.29,38.0,0.0,-1.0
2019-09-01,1776.29,41.0,0.0,3.0
2019-09-02,1776.29,42.0,0.0,1.0
2019-09-03,1789.84,44.0,13.549999999999955,2.0
2019-09-04,1800.62,43.0,10.779999999999973,-1.0
2019-09-05,1840.72,44.0,40.100000000000136,1.0
2019-09-06,1833.51,39.0,-7.210000000000036,-5.0
2019-09-07,1833.51,39.0,0.0,0.0
2019-09-08,1833.51,42.0,0.0,3.0
2019-09-09,1831.35,44.0,-2.160000000000082,2.0
2019-09-10,1820.55,45.0,-10.799999999999955,1.0
2019-09-11,1822.99,44.0,2.4400000000000546,-1.0
2019-09-12,1843.55,40.0,20.559999999999945,-4.0
2019-09-13,1839.34,36.0,-4.210000000000036,-4.0
2019-09-14,1839.34,37.0,0.0,1.0
2019-09-15,1839.34,42.0,0.0,5.0
2019-09-16,1807.84,43.0,-31.5,1.0
2019-09-17,1822.55,42.0,14.710000000000036,-1.0
2019-09-18,1817.46,40.0,-5.089999999999918,-2.0
2019-09-19,1821.5,39.0,4.039999999999964,-1.0
2019-09-20,1794.16,36.0,-27.339999999999918,-3.0
2019-09-21,1794.16,39.0,0.0,3.0
2019-09-22,1794.16,42.0,0.0,3.0
2019-09-23,1785.3,41.0,-8.860000000000127,-1.0
2019-09-24,1741.61,41.0,-43.690000000000055,0.0
2019-09-25,1768.33,41.0,26.720000000000027,0.0
2019-09-26,1739.84,40.0,-28.49000000000001,-1.0
2019-09-27,1725.45,38.0,-14.389999999999873,-2.0
2019-09-28,1725.45,39.0,0.0,1.0
2019-09-29,1725.45,43.0,0.0,4.0
2019-09-30,1735.91,43.0,10.460000000000036,0.0
2019-10-01,1735.65,42.0,-0.2599999999999909,-1.0
2019-10-02,1713.23,40.0,-22.420000000000073,-2.0
2019-10-03,1724.42,40.0,11.190000000000055,0.0
2019-10-04,1739.65,38.0,15.230000000000018,-2.0
2019-10-05,1739.65,39.0,0.0,1.0
2019-10-06,1739.65,42.0,0.0,3.0
2019-10-07,1732.66,41.0,-6.990000000000009,-1.0
2019-10-08,1705.51,42.0,-27.15000000000009,1.0
2019-10-09,1721.99,41.0,16.480000000000018,-1.0
2019-10-10,1720.26,40.0,-1.7300000000000182,-1.0
2019-10-11,1731.92,37.0,11.660000000000082,-3.0
2019-10-12,1731.92,37.0,0.0,0.0
2019-10-13,1731.92,42.0,0.0,5.0
2019-10-14,1736.43,40.0,4.509999999999991,-2.0
2019-10-15,1767.38,40.0,30.950000000000045,0.0
2019-10-16,1777.43,40.0,10.049999999999955,0.0
2019-10-17,1787.48,40.0,10.049999999999955,0.0
2019-10-18,1757.51,38.0,-29.970000000000027,-2.0
2019-10-19,1757.51,41.0,0.0,3.0
2019-10-20,1757.51,47.0,0.0,6.0
2019-10-21,1785.66,44.0,28.15000000000009,-3.0
2019-10-22,1765.73,44.0,-19.930000000000064,0.0
2019-10-23,1762.17,44.0,-3.5599999999999454,0.0
2019-10-24,1780.78,42.0,18.6099999999999,-2.0
2019-10-25,1761.33,39.0,-19.450000000000045,-3.0
2019-10-26,1761.33,41.0,0.0,2.0
2019-10-27,1761.33,47.0,0.0,6.0
2019-10-28,1777.08,46.0,15.75,-1.0
2019-10-29,1762.71,43.0,-14.36999999999989,-3.0
2019-10-30,1779.99,40.0,17.279999999999973,-3.0
2019-10-31,1776.66,36.0,-3.3299999999999272,-4.0
2019-11-01,1791.44,43.0,14.779999999999973,7.0
2019-11-02,1791.44,42.0,0.0,-1.0
2019-11-03,1791.44,49.0,0.0,7.0
2019-11-04,1804.66,47.0,13.220000000000027,-2.0
2019-11-05,1801.71,46.0,-2.9500000000000455,-1.0
2019-11-06,1795.77,46.0,-5.940000000000055,0.0
2019-11-07,1788.2,47.0,-7.569999999999936,1.0
2019-11-08,1785.88,45.0,-2.3199999999999363,-2.0
2019-11-09,1785.88,50.0,0.0,5.0
2019-11-10,1785.88,49.0,0.0,-1.0
2019-11-11,1771.65,53.0,-14.230000000000018,4.0
2019-11-12,1778.0,49.0,6.349999999999909,-4.0
2019-11-13,1753.11,49.0,-24.8900000000001,0.0
2019-11-14,1754.6,49.0,1.490000000000009,0.0
2019-11-15,1739.49,44.0,-15.1099999999999,-5.0
2019-11-16,1739.49,51.0,0.0,7.0
2019-11-17,1739.49,57.0,0.0,6.0
2019-11-18,1752.53,53.0,13.039999999999964,-4.0
2019-11-19,1752.79,53.0,0.2599999999999909,0.0
2019-11-20,1745.53,54.0,-7.259999999999991,1.0
2019-11-21,1734.71,55.0,-10.819999999999936,1.0
2019-11-22,1745.72,69.0,11.009999999999991,14.0
2019-11-23,1745.72,68.0,0.0,-1.0
2019-11-24,1745.72,75.0,0.0,7.0
2019-11-25,1773.84,78.0,28.11999999999989,3.0
2019-11-26,1796.94,74.0,23.100000000000136,-4.0
2019-11-27,1818.51,76.0,21.569999999999936,2.0
2019-11-28,1818.51,81.0,0.0,5.0
2019-11-29,1800.8,100.0,-17.710000000000036,19.0
2019-11-30,1800.8,75.0,0.0,-25.0
2019-12-01,1800.8,77.0,0.0,2.0
2019-12-02,1781.6,77.0,-19.200000000000045,0.0
2019-12-03,1769.96,64.0,-11.639999999999873,-13.0
2019-12-04,1760.69,60.0,-9.269999999999982,-4.0
2019-12-05,1740.48,56.0,-20.210000000000036,-4.0
2019-12-06,1751.6,59.0,11.11999999999989,3.0
2019-12-07,1751.6,57.0,0.0,-2.0
2019-12-08,1751.6,63.0,0.0,6.0
2019-12-09,1749.51,68.0,-2.089999999999918,5.0
2019-12-10,1739.21,66.0,-10.299999999999955,-2.0
2019-12-11,1748.72,64.0,9.509999999999991,-2.0
2019-12-12,1760.33,62.0,11.6099999999999,-2.0
2019-12-13,1760.94,59.0,0.6100000000001273,-3.0
2019-12-14,1760.94,63.0,0.0,4.0
2019-12-15,1760.94,69.0,0.0,6.0
2019-12-16,1769.21,70.0,8.269999999999982,1.0
2019-12-17,1790.66,67.0,21.450000000000045,-3.0
2019-12-18,1784.03,63.0,-6.630000000000109,-4.0
2019-12-19,1792.28,63.0,8.25,0.0
2019-12-20,1786.5,58.0,-5.779999999999973,-5.0
2019-12-21,1786.5,63.0,0.0,5.0
2019-12-22,1786.5,56.0,0.0,-7.0
2019-12-23,1793.0,64.0,6.5,8.0
2019-12-24,1789.21,50.0,-3.7899999999999636,-14.0
2019-12-25,1789.21,72.0,0.0,22.0
2019-12-26,1868.77,75.0,79.55999999999995,3.0
2019-12-27,1869.8,73.0,1.0299999999999727,-2.0
2019-12-28,1869.8,68.0,0.0,-5.0
2019-12-29,1869.8,69.0,0.0,1.0
2019-12-30,1846.89,68.0,-22.909999999999854,-1.0
2019-12-31,1847.84,48.0,0.9499999999998181,-20.0
